Corpus,Tweet Text,Stance,Foundation,cleaned_tweet
Anti Conversion Laws,Narendra Modi led government is concerned only with those who convert from the majority religion to another; #anticonversion laws are meant to punish them. They do not protect followers of minority religions from violence and coercion by purveyors of the dominant faith.,1,care,
Anti Conversion Laws,"In India, need of an anti-conversion laws underscore concerns about demographic changes.fear Hindu-majority areas may shift due to ongoing conversions to Islam and Christianity. This remains a complex and contentious issue",-1,loyalty,
Anti Conversion Laws,"This has been ongoing for quite some time now in the upper Himachal areas! Despite these folks doing well for themselves are converting speaks of the greed that has set in! 
HP has strong Anti Conversion laws and this can be controlled provided local MLA is equally committed but most are sellouts as usual!",1,purity,
Anti Conversion Laws,"We cannot let laws force people into a corner where they cannot choose their faith freely. In India, where diversity thrives, let’s protect the right to choose without fear",-1,fairness,
Anti Conversion Laws,"Our constitution guarantees freedom of religion. No law should infringe on that right. Forced conversions are wrong, but so are laws that stifle personal choice",-1,fairness,
Anti Conversion Laws,"In India, religion is deeply personal, and no law should dictate who someone can or cannot believe in. Let’s stand for freedom of thought and belief",-1,fairness,
Anti Conversion Laws,"Conversions should happen with full consent, but no law should suppress the spirit of individual freedom or force people into a particular belief. Let's ensure our laws stay fair",0,fairness,
Anti Conversion Laws,"Forced conversions are wrong, but we must tread carefully. Any law meant to prevent them should also protect the right to choose and practice one’s faith freely",0,fairness,
Anti Conversion Laws,The conversion of Hindus under the guise of social work and emotional manipulation is a threat to India’s cultural fabric. We need a national anti-conversion law now!,1,loyalty,
Animal Sacrifices,Animal sacrifice is a part of ancient traditions and spiritual rituals in India. Respecting these practices is important for preserving our cultural heritage.,1,purity,
Animal Sacrifices,"India is a land of diverse beliefs. Animal sacrifice in certain rituals has cultural significance, but it’s important that these practices are humane and in line with modern sensibilities",0,care,
Animal Sacrifices,"Animal sacrifice is a sacred ritual in many Indian religious traditions. It’s a personal and cultural belief, and we must protect these rights within a legal framework",0,authority,
Animal Sacrifices,"Religious rituals should promote peace and compassion, not cruelty. We can uphold our traditions without sacrificing animals for any belief",-1,fairness,
Animal Sacrifices,We cannot justify animal sacrifice in the name of faith. True spirituality teaches kindness to all living beings,-1,care,
Animal Sacrifices,"Sacrificing animals for religious reasons is a practice that degrades the sanctity of faith. Compassion is the true essence of religion, and no belief should require the pain of an innocent life",-1,authority,
Animal Sacrifices,True devotion doesn’t come at the cost of an animal's life. We must move away from practices like animal sacrifice and find peaceful ways to honor,-1,authority,
Animal Sacrifices,"Sacrificing animals as part of religious rituals has cultural importance, but we must work together to ensure that it is practiced responsibly and humanely, keeping animal welfare in mind",0,care,
Animal Sacrifices,"In India, where diverse beliefs coexist, it’s essential that practices like animal sacrifice are carried out in ways that don’t harm the animals or create conflict. Balance and respect are key",0,fairness,
Animal Sacrifices,"For many communities, animal sacrifice is a sacred offering to deities, symbolizing devotion and gratitude. It’s important to honor these beliefs. #ReligiousFreedom",1,loyalty,
Animal Sacrifices,"Sacrifice Bad Habits, Not Innocent Lives. Let this Eid be a Time of Renewal, Compassion, and Positive Change. This year, let's make a conscious choice to celebrate a Green Bakrid, a sustainable Eid ul-Adha that is kind to our environment and all living beings",-1,care,
Animal Sacrifices,I am fasting in solidarity with all the animals who are starved and transported in the most inhumane conditions for Eid. Animal Sacrifices is not mandatory. There are better ways to help the poor and needy.,-1,care,
Animal Sacrifices,Tomorrow is Kaal Bhairav Jayanti n Sacrifices will be done tomorrow on 22nd Nov That needs to be stopped.,-1,purity,
Animal Sacrifices,"All living beings are equal for God ,Human beings are also nothing more than a living beings for God ,Any religion and God never allow to Cruelty with innocent animals",-1,fairness,
Animal Sacrifices,"Just as animals who are sacrificed for religious reasons suffer unnecessarily, so do animals who are exploited unnecessarily for food, clothing, entertainment, etc. Go vegan and help end the massacre.",-1,care,
Animal Sacrifices,Sacrificing an animal to purify our hearts is illogical and inherently violent.,-1,fairness,
Animal Sacrifices,"Every year, thousands of animals are sacrificed in the name of religion. They are unjustly treated as commodities to be owned by human beings. We have to speak up on their behalf.",-1,fairness,
Animal Sacrifices,"Any endeavor to abrogate the animal sacrifice in the Kālī temples of Bengal constitutes a xenophobic animus towards the Bengali ethos and a reprehensible manifestation of cultural coercion, tantamount to an affront to the autochthonous traditions.",1,loyalty,
Animal Sacrifices,"Words matter: Instead of saying ""kill two birds with one stone”, Let’s say ""feed two birds with one seed""",-1,care,
Animal Sacrifices,"Every religion has its own rituals, and animal sacrifice is part of some. However, we must ensure that these practices are carried out with respect for both the faith and the creatures involved",0,care,
Animal Sacrifices,Animal sacrifice is the worst way of showing our respect to God.,-1,purity,
Animal Sacrifices,Animal sacrifice is an act of dominance.,-1,fairness,
Animal Sacrifices,"Slaughtering, Sacrificing and Eating of Animals has nothing to do with your ""opinion"" or ""choice""",-1,authority,
Animal Sacrifices,We cannot erase centuries of tradition just because some don’t understand it. Animal sacrifice is a meaningful act of faith for millions of people in India.,1,loyalty,
Animal Sacrifices,Sacrificing animals for religious reasons is a practice that goes against the principles of kindness and non-violence. It’s time we embrace faith that aligns with compassion,-1,care,
Animal Sacrifices,"India’s rich cultural diversity should be celebrated, but not at the cost of cruelty to animals. We can respect traditions while choosing non-violent, ethical practices",-1,fairness,
Animal Sacrifices,"Sacrificing animals does not lead to spiritual growth, it perpetuates harm. We can practice our beliefs in ways that reflect love, not violence.",-1,care,
Animal Sacrifices,"The true meaning of worship is love, peace, and respect for all life. Let’s abolish the cruel practice of animal sacrifice and find more humane ways to show devotion",-1,care,
Animal Sacrifices,"Please, be closer to almighty by stopping Animal Sacrifices",-1,care,
Brain Drain,"Degrees That Don’t Deliver

#Kashmir #Youth #Struggle #UnemploymentCrisis #EducationVsEmployment #MentalHealthMatters #Brain Drain #GovernmentSupport #YouthEmpowerment #SocioEconomicDevelopment #HigherEducationReform",0,,
Brain Drain,Indians cheering for Indian Americans makes me so sad. They could have been yours but you chased them away. #braindrain #nevertoolate,-1,,
Brain Drain,"In India, the #braindrain phenomenon can be traced to the early 2000s when professionals from the medical and engineering fields sought opportunities That has since changed with “India losing all kinds of labor at every skill level for over a decade”",0,,
Brain Drain,"""Balaji Srinivasan on how brain drain benefits India""

He explains that Indians abroad strengthen India's global influence, helping the country excel on the world stage.",1,,
Brain Drain,Going to be #Brain Drain 2.0,1,,
Brain Drain,"Knw of 2 friends' bacchas whose parents didn't allow them to study med in India for reasons of safety (inclu. clinican), hosp living conditions, poor infra of govt colleges. 1 pursuing eng at IIT Mumbai; other studying med in Canada. This is well b4 #RGKar #braindrain #Medical",1,,
Brain Drain,"61% of top 300 global companies have Indian-origin execs—a proud achievement! 

But what if this talent stayed in India? Imagine the growth we could achieve. 

Are we doing enough to prevent brain drain? 

#IndianTalent #Brain Drain #GlobalLeadership #CEO #India",-1,,
Brain Drain,"A big leap towards ‘Brain Gain’ from ‘Brain Drain’ - 
@narendramodi
 Ji’s  gov implements the best paying fellowship scheme in higher education.",0,,
Brain Drain,"#Brain Drain. That's all it is. Nothing else. If India as a country had to do anything with it, all these would have been Indian companies.

Fucking engagement farming.",-1,,
Brain Drain,"Reverse #Brain Drain, the recognition of #NewIndia as the land of opportunities for #innovation has already begun.

The message is very clear that centre of gravity for next ten years of innovation whichever area it is - India will be the big force multiplier!
",0,,
Brain Drain,"Building Opportunities in India

For more : https://youtube.com/watch?v=Vt1oQ4ucdt4&ab_channel=cliQIndia

#braindrain #IndiaYouth #StayOrGo #BuildIndia #StudyAbroad #IndiaJobs #YouthMigration #SupportLocal #OpportunityIndia #IndiaFuture",-1,,
Brain Drain,"Assam’s brightest minds are chasing opportunities that, frankly, they can’t find back home. But is this brain drain a catastrophic loss or just part of the global game?

Read more: https://guwahatiplus.com/opinion/opinion/brain-drain-or-brain-game

#braindrain #assam #gplus",0,,
Brain Drain,"Vinay could have done great research in India but he is an American and his parents possibly had to leave India for better opportunities..
As much as I am proud of many Indian Americans, ngl , it breaks my heart.
#braindrain",-1,,
Brain Drain,"Soon to come... The #AI progress is very much underestimated...

#energy #science #physics #quantumphysics #reality #AI美女 #Growth #knowledgeisPower #NFT #digitalart #thursdayvibes #thursdaymorning #NFTs #Crypto #Brain Drain #ComputingPower",0,,
Brain Drain,"Savarnas from Andhra and Maharashtra leaving India because of Caste based reservations.

#Brain Drain",0,,
Brain Drain,"Stop using India as a fish market, sorry labour market.

The most expensive fish in Indian labour market.  Who buys them? #braindrain",-1,,
Brain Drain,"One of the major reson behind #Braindrain of india .

#India is country where aspiration are rising more than state could deliver .",0,,
Brain Drain,"India is emerging as a global leader in Artificial Intelligence research and development.

#ModiHaiToMumkinHai",0,,
Brain Drain,"At this point, in India, the real solution to 'brain drain' could very well be better quality housing at non-irrational rates, plumbing, electric supply, good roads that stay that way, and healthcare. #braindrain We need massive investment in skilling and incentivizing",1,,
Brain Drain,"#BRAINDRAIN 
No wonder a country like India topped the chart.
With soo much of beating, fighting, humiliation, even an average brain would feel like leaving this country.
Pathetic working condition, excessive workload, policy paralysis, politics, corruption, all r responsible.",1,,
Brain Drain,The brain drain phenomenon is impacting India's economy and intellectual capital. We need to address this global challenge and find ways to retain our talented individuals. #Brain Drain #RetainTalent,0,,
Brain Drain,"My favorite off ramp here
I wish India could have held on to people like Ramaswamy or his father.
I wish there wasn't so much #braindrain",-1,,
Brain Drain,"To curb brain drain, India must retain talent by addressing the aspirations of the unreserved urban middle-class males. The government needs to balance socialist policies with initiatives that cater to this demographic's ambitions. #Brain Drain #UrbanMiddleClass",-1,,
Brain Drain,"why high #tax paying people are #leaving #India?

#Brain Drain is a #phenomena that is currently happening & the gormint has no solution for it.

Atleast as of now.",1,,
Brain Drain,"India is a country where BRAIN DRAIN is considered as a ""good thing"".

India gives market access to West/US/UK goods & in return ask them to ""relax"" visa/immigration rules so that India can send MORE cheap skill labor, instead of asking for equal market access for Indian goods.",0,,
Brain Drain,"*USA imports oil from Saudi Arabia, cars from Japan, tv from Korea, whiskey from Scotland , what does it import from India?*
*You will be surprised. They import Brain the most technically sound people from India. The credit goes to IIT which is located all over India",1,,
Brain Drain,"Reservation in India : Caste based or Income Based?
#Castereservation #scstcategorisation #Braindrain",0,,
Brain Drain,"Doctors working abroad equal just over 7 percent of the Indian domestic doctor workforce. See how other nations compare. 

#doctor #India #medicine #healthcare #health #braindrain #cgtnamerica",0,,
Brain Drain,"....Bcoz all the good technical skilled ppl left India decades back bcoz of Such parliamentarians who failed to make environment and policies to control #Brain Drain concept... Currently working with big giants in abroad!

#ValidReason",-1,,
Brain Drain,"When uneducated and under-educated youth migrate from India, is it brain drain or muscle drain only?
",0,,
Brain Drain,"I wait for that moment when they ALL want to be BACK IN INDIA . 

It’s a NO BRAINER - No other economy will come close to what INDIA will have to Offer by say 2030 !!

#Reverse #Brain Drain will accelerate ",-1,,
Brain Drain,"Mass Exodus / #Brain Drain from #India expected in coming months.
#DontPayTax",1,,
Brain Drain,"#India's one-way #braindrain has crippled its economy for decades while allowing foreign lands to flourish. Subrat Sharma explains the roots and fruits of this festering demographic crisis:
",0,,
Brain Drain,Uncover the impact of India's 42.74% Marginal Tax on salaried taxpayers - from stifled consumption to talent flight. How can this tax rate shape the nation's future? #EconomicImpact #Brain Drain #ConsumptionCrisis #TalentFlight #Brain Drain #Taxation,0,,
Brain Drain,"ndia must analyse the causes and impact of brain drain and formulate strategies to retain the brightest minds in a competitive global market, Aamir Ahmad Teeli and Saima Nazir. #braindrain #education ",-1,,
CAA,"My university 
Students of #PanjabUniversity in support of #CAA
Chandigarh is not only beautiful, but Nationalist too ",1,,
CAA,"Indian Islamic cleric Maulana #TauqeerRaza threatens to soak India in blood; create a bloodbath on Delhi streets if Home Minister 
@AmitShah
  doesn't abrogate the country's #CAA Law. In another video shot days before #DelhiRiots, he warns PM 
@NarendraModi
.",0,,
CAA,"So its Clear now Protest against #CAA is not for Political/Democratic Reason it's Ghazwa-E-Hind,Anti Hindu and Pure Fanatic Islamic Movement.",1,,
CAA,"Union BJP Government's divisive agenda has weaponised the Citizenship Act, turning it from a beacon of humanity to a tool of discrimination based on religion and race through the enactment of #CAA. By betraying Muslims and Sri Lankan Tamils, they sowed seeds of division.",-1,,
CAA,#KaagazNahinDikhayenge goes from people #CAA and #NRC to properties #WAQF. Always defying laws and common sense.,-1,,
CAA,"Actor Nandita Das on #CAA, in Jaipur: People who have been here from four generations, you are telling them that this is not your country, this is very upsetting. I believe everyone should speak over it. In fact, people are speaking and there are spontaneous protests all over.",0,,
CAA,"Does he even know what the ""Citizenship Amendment Act"" is about?

#CitizenshipAmendmentAct #TVKVijay
#CAA #Vijay #CAARules",1,,
CAA,"A victim of religious persecution in Pakistan, living as a refugee in Delhi, begs protestors to not oppose #CAA that finally gives  people like her an identity, dignity & citizenship after years of struggle in India. Sadly, even literate protestors are indifferent to their agony!",0,,
CAA,"Bengaluru Church organising protest against #CAA which allows oppressed Christians to get Indian citizenship..

What to say!!!",1,,
CAA,"Here is the most amazing and compassionate explanation about #CAA by ⁦
@SadhguruJV
⁩. Thank you #Sadhguru for this. Hope illiterate people about this issue educate themselves. Do watch it. It will enlighten us.",1,,
CAA,"Anyone spreading fake news and rumors about #CAA will face strict legal action. This law doesn't revoke anyone's citizenship, and it isn't against any religion or faith.

Be a responsible citizen, know the truth, and beware of fake news.",0,,
CAA,"And the protest begins!!

""All Assam Students Union"" members protest against the implementation of #CAA in Guwahati. 
I'm sure none of them have read the CAA documents but there's no cure of stupidity & secularism...
",1,,
CAA,"Christians are beneficiaries of #CAA. But not a single Christian or Church leader has thanked the Govt for the CAA. Nor have they condemned the violence. 

Do we take it to mean they support #Islamists who are threatening India with more Partitions?",0,,
CAA,"If there are to be North East specific #CAA rules, what happened to the One Nation, One Law motto that drove decisions in #Kashmir?",-1,,
CAA,"Dear Modi govt, withdraw present #CAA and if you must have it, redraft it substantially. Take out these words :”Hindu, Sikh, Buddhist, Jain, Parsi, Christian.” Replace with these words: “persecuted religious minorities.” #CAA_NRC_Protests",-1,,
CAA,"The United Muslim Action Committee will be holding a protest meeting on 21 December 2019 (6 PM to 10 PM) against #CAA & #NRC

I’ll be addressing FELLOW INDIANS along with religious scholars & AIMIM legislators

This is our home & no one can force us to behave like it’s not",0,,
CAA,"To say Muslims of the region have a lesser right over India than Non Muslims is to validate the two nation theory & make us Like Pakistan, not the constitutional Republic of India. This is at the heart of #CAA #NRC debate-That religion must never be the basis of our nationhood",-1,,
CAA,"Mr Home Minister, 

I respectfully volunteer to debate with you on the #CAA . 

Just say when.",0,,
CAA,Muslims in Muslim majority areas of Mallapuram District of Kerala deny water to “Minority” Hindus in the area just because these poor mostly Dalit Hindus supported #CAA,0,,
CAA,"What is happening in Bangladesh already happened many times before. During 1971 war many Hindus fled to India. #CAA was those who came to India fleeing a genocide. Those who opposed CAA are genocide enablers. This includes US, EU and liberals with Hindu names.",1,,
CAA,"The heartless
#sorosgang #ShariaBolsheviks #fliberal #Presstitutes 
 beasts who opposed #CAA should watch this.

These #pidis  beasts r keeping a strategic silence on atrocities on Bangladesh Hindus so far .
#WillTheseBeastsReform 
#SaveBangladeshiHindus",1,care,
CAA,"Delhi is on fire. Where in the world is the home minister 
@AmitShah
 #CAA",-1,,
CAA,"Inaugurated a huge protest dharna by ⁦
@INCKerala
⁩ in Palakkad this morning. Terrific turnout to hear me inveigh at length against what theBJP government is doing to the nation through the #CAA & #NRC exercises, instead of attending to the sinking economy they have destroyed",-1,,
CAA,"Woman protester breaks down while speaking to NDTV's Ravish Kumar at Delhi's #ShaheenBagh

#CAA #NRC",0,,
CAA,"We meet Bilqis at #ShaheenBagh at the women led vigil. She is 80. She is at the sit in against #NRC #CAA. She says: ""Hum Kagaz Nahin Dikhayenge. Pehle Tum Dikhao"". 
@varungrover
 this one is for you",-1,,
CAA,The Citizenship Amendment Act goes against the purity of India’s secular fabric. Religious identity shouldn't define nationality. #CAA #Secularism,-1,purity,
CAA,The CAA undermines the sanctity of equality in India’s constitution. #EqualityFirst,-1,purity,
CAA,"True purity comes from compassion, not division. CAA fosters discrimination instead of unity. #UnityInDiversity",-1,purity,
CAA,We cannot claim purity by discriminating against others based on religion. CAA is a violation of human dignity. #Injustice,-1,purity,
CAA,"The purity of a nation is in its acceptance of all, regardless of religion. The CAA threatens that unity. #SaveIndia #SecularValues",0,purity,
CAA,"Fairness demands that every citizen be treated equally, without regard to religion. CAA breaks that promise. #FairTreatment",-1,fairness,
CAA,The CAA is unfair because it only offers citizenship to specific religious groups. Justice should be blind to religion. #EqualityNow,-1,fairness,
CAA,"Fairness means protecting every person equally under the law, without discrimination. CAA fails this test. #StopCAA",1,fairness,
CAA,"The CAA violates the fundamental principle of fairness, dividing citizens by religion. We need equality for all. #JusticeForAll",0,fairness,
CAA,Equal treatment for all is the cornerstone of fairness. CAA disrupts that balance. #SecularIndia,0,fairness,
CAA,"The CAA disregards the authority of the Constitution, which guarantees equal rights to all. #ConstitutionFirst",-1,authority,
CAA,"Authority should be used to protect rights, not undermine them. CAA betrays the principles of democracy. #RespectTheLaw",0,authority,
CAA,India's authority is rooted in its commitment to secularism and equality. CAA challenges that commitment. #DefendDemocracy,0,authority,
CAA,We must uphold the authority of the Constitution and reject laws like CAA that threaten its essence. #ProtectTheConstitution,-1,authority,
CAA,Authorities must respect the diverse fabric of our nation. The CAA is a direct attack on India's pluralism. #NoToCAA,0,authority,
CAA,"India has always been a land of refuge for those in need. The CAA strengthens that tradition by offering protection to religious minorities from Pakistan, Afghanistan, and Bangladesh. #HumanitarianValues",1,loyalty,
CAA,The CAA is not about denying rights to any citizen; it’s about granting citizenship to those who have faced years of discrimination. #RightToLive,1,fairness,
CAA,"The Citizenship Amendment Act ensures that religious minorities, especially Hindus, Sikhs, Buddhists, Christians, and Jains, are given a chance at a better life. #InclusiveIndia",1,care,
CAA,The CAA is a topic that brings out a lot of emotions on both sides. It's important to have discussions that focus on facts and the spirit of inclusivity. #CAA #SecularIndia,0,fairness,
CAA,"While the CAA offers citizenship to certain minorities from neighboring countries, it’s important to also address concerns about fairness and equality within India. #BalancedPerspective",0,fairness,
CAA,The debate on CAA shows how deeply India cares about its democratic values. Let’s continue discussing how to make the law better for all. #DemocracyInAction,0,care,
CAA,It’s vital to respect every viewpoint on the CAA. Understanding different perspectives will help ensure the law serves everyone in the country fairly. #DiscussionIsKey,0,fairness,
CAA,"True loyalty to our nation means standing up for the rights of all its citizens. CAA divides us, undermining our unity. #LoyaltyToIndia",-1,loyalty,
CAA,"Loyalty to the nation requires that we protect the rights of all its people, irrespective of religion. CAA fails this test. #UnityInDiversity",0,loyalty,
CAA,The CAA betrays loyalty to the idea of a democratic and inclusive India. Stand for equality! #EqualityForAll,-1,loyalty,
CAA,"Our loyalty should be to the Constitution of India, not to laws that divide us based on religion. #ProtectIndia",-1,loyalty,
CAA,"Loyalty to India means respecting every citizen's right to equal treatment, something the CAA fails to provide. #NoToReligiousDiscrimination",-1,loyalty,
CAA,"Compassion is about protecting the vulnerable, not discriminating against them. CAA leaves many vulnerable. #StopCAA",-1,care,
CAA,"A caring society protects all its citizens, regardless of their religion. The CAA doesn't reflect that compassion. #NoToCAA",-1,care,
CAA,"True care comes from understanding the struggles of others, not marginalizing them. CAA harms the most vulnerable in our society. #ProtectAll",0,care,
CAA,"Compassion doesn't come with conditions. We must show care for everyone, not just those who fit a certain religion. #HumanRights",0,care,
CAA,"Our care for the nation should be reflected in policies that uplift and protect everyone, not divide them. #NoToCAA",-1,care,
CAA,"India’s strength lies in its diversity, not its division. The CAA threatens the purity of our unity. #SaveIndia",-1,purity,
CAA,The CAA is a necessary step for those who have been left behind due to religious persecution. India is a land of refuge. #HumanRights #CA,1,care,
CAA,India's history of welcoming persecuted minorities continues with the CAA. We must stand by those in need of protection. #InclusiveIndia,1,loyalty,
CAA,The CAA helps religious minorities who have been marginalized for decades. It’s a law that corrects years of neglect. #EqualityForAll,1,fairness,
CAA,"By enacting CAA, India demonstrates its commitment to safeguarding the rights of persecuted communities in our neighboring countries. #HumanRightsMatter",1,care,
CAA,The CAA has sparked widespread discussion. It’s important we come together to examine its implications on secularism and equality. #LetTheDebateBegin,0,fairness,
CAA,"While the CAA offers refuge to persecuted minorities, it's essential that we consider all perspectives to ensure fairness for everyone. #OpenDialogue",0,fairness,
CAA,India is known for its diversity and secularism. The CAA raises questions that must be answered with respect to both. #Secularism #Democracy,0,authority,
CAA,The CAA has good intentions but must be carefully implemented to address concerns about equality for all. #BalancedImplementation,0,fairness,
CAA,"The debate over CAA reveals the strength of democracy in India. All opinions should be heard, as we shape the future together. #DemocracyInAction",0,authority,
CAA,The CAA is not discriminatory—it specifically aims to protect vulnerable religious minorities. The law is about justice for the persecuted. #RightToJustice,1,fairness,
CAA,India’s commitment to welcoming persecuted minorities is reflected in the CAA. It’s our tradition to offer refuge to those in need. #HumanitarianTradition,1,loyalty,
CAA,Providing refuge to persecuted minorities from neighboring countries under CAA strengthens our values of compassion and empathy. #CompassionFirst,1,care,
CAA,The CAA does not harm any community within India. It helps those suffering from religious persecution abroad. #HumanRights #Justice,1,fairness,
CAA,The CAA undermines fairness by introducing religious criteria for citizenship. This isn’t the India we know and love. #FairnessForAll,-1,fairness,
CAA,The Constitution grants us rights that CAA threatens to take away. It’s time to challenge the authority that betrays these principles. #ReclaimDemocracy,-1,authority,
CAA,"If we truly love our nation, we must ensure everyone is treated equally. CAA is an affront to this loyalty. #SecularIndia""",-1,loyalty,
CAA,Caring for our nation means caring for its most vulnerable. CAA only harms those who need our protection the most. #NoToCAA,-1,care,
EVM,"Fight Against #EVMFraud is at its peak

For the first time in Maharashtra, 
@ShivSenaUBT_
 MLAs refused to take oath in protest against #EVM

Not only leaders but also entire village questioned the 
@ECISVEEP
 about the #EVMRigging",0,,
EVM,Now this is really confusing  #EVMRigging,1,,
EVM,"This regime will remain in power as long as #EVMRigging is there

INDIA Alliance is not serious about this",1,,
EVM,"Is it about #EVMRigging!!

Coz Punjab Elections are around the corner",0,,
EVM,Is it on #EVMRigging!! I mean what more important can be than #Democracy?,-1,,
EVM,"The reality of #EVMGods

There’s no more Democratic Republic of India, it’s replaced by Autocratic Republic through #EVMRigging ",1,,
EVM,"Ban EVM
Save Democracy

#EVMscam #EVMHacking #EVMHacked #EVMRigging",1,,
EVM,"Democracy was murdered the day Indian elections were rigged

They’re now just playing with it’s dead body 

This could all have been averted if there was mass movement against #EVMRigging post 2017 Assembly Elections 

#BanEVM",1,,
EVM,"Indian Elections are hacked through #EVMRigging

Few instances below, but I have plethora of glaring evidence ",0,,
EVM,"The proof video stolen #EVM #EVMRigging #EVMHacking .what and  where is response from 
@ECISVEEP
 the nation required answer ..",0,,
EVM,"I’ll still shout on top of my voice that the Elections are rigged in many ways

But #EVMRigging is the most subtle & effective way to kill a #Democracy 

#BanEVM",1,,
EVM,Is it only me who is seeing the videos of EVM transfers emerging in social media? This is unconstitutional and if people still believe this BJP govt we are doomed. #EVMRigging,0,,
EVM,"Playing Now: Campaign to discredit the #ExitPolls! 
Coming up next: #EVMRigging ",0,,
EVM,#EVMrigging seems a reality & opposition behaving like they don’t have any responsibility to reposing the trust among voters is ridiculous. ,-1,,
EVM,"#EVMRigging: Multiple videos of EVMs movement in UP, Bihar surface online days after polling ends; Opposition alleges tampering",0,,
EVM,"Even after so many complaints, they are not stopping this. #EVMRigging",1,,
EVM,"In Maharashtra, the Uddhav Thackeray Shiv Sena party members staged a unique protest, alleging that the BJP alliance won again by tampering with the EVM machines.

#evmfraud #evmmachine #zevenstone #trending #modi #bjp #bjpfails #tamilnadu #tamilnews #syedshuja #paperballot",0,,
EVM,"Fight Against #EVMFraud is at its peak

For the first time in Maharashtra, 
@ShivSenaUBT_
 MLAs refused to take oath in protest against #EVM

Not only leaders but also entire village questioned the 
@ECISVEEP
 about the #EVMRigging

#FarmersProtest #Dalits
#FarmersProtest2024 #War2",0,,
EVM,"DEAR 
@RahulGandhi
 YOU ARE AS CULPABLE OF #EVM FRAUD as BJP IS …. 

WE WILL NOT VOTE FOR YOU OR ANY OPPOSITION PARTY 

THATS A PROMISE!! 

ELSE YOU HAVE CALL OUT #EVMFRAUD",-1,,
EVM,"MP Abhishek Manu Singhvi raises questions over EVM data discrepancies:

7% vote share increase post-election
Maharashtra’s voter count jumped by 47 lakh within five months

25,000 additional votes in 118 constituencies during the same period.

#EVMFraud #MaharashtraCM ",0,,
EVM,"If you have all the data, count vvpats for what you collected fee to do so .

#evmfraud is 100% untill you guys  count vvpat slips .",-1,,
EVM,"I believe, the successful implementation of #EVMFraud happened in 2019! 
Remember this? He visited #Kedarnath for so-called meditation just before the result. 
Was he fervently praying for the success of a dirty electoral strategy involving #EVM manipulation? What do yo think?
#VoteTheft #EVMFraud #BanEVM2024 #BanEVM 
@ShaikhSahab__
 @OfficeofVidrohi 
@bole_bharat
 
@Vndnason
 
@BajpaiP_K
 
@moliticsindia",-1,,
EVM,"EVM Fraud!!

How does a candidate get 0 votes in their own village? 70% of Avadhan’s residents are protesting against this blatant manipulation. Is this democracy or deception?

#EVMFraud",0,,
EVM,"#BanEVM #BringPaperBallotBack #EVMFraud 

The Great and Mighty Election Commission Of India is considering action against anyone claiming issues with the EVM.",0,,
EVM,"ECI IS NOW EXPOSED
Massive #EVMFraud in Maharashtra will weigh on Modi?

A mass movement has been launched by social activists against #EVMScam in #Maharashtra,They are accusing 
@BJP4India
 & 
@ECISVEEP
 for big conspiracy

#Election2024 #ChampionsTrophy2025
#MaharashtraElection2024",0,,
EVM,"Breaking‼️

Indian Govt is the 4th largest contributor to UN Democracy Fund that sponsors 68 projects worldwide to George Soros Open Society Foundation. 

Who is sponsoring Soros? 
Ans- BJP Govt.

#EVMScam #SorosBJPBhaiBhai",0,,
EVM,"The power of ECI and EVM 
Congress- 80 lakh votes only 16 candidates won.
NCP SP-  72 lakh votes only 10 candidates won.
Ajit Pawar NCP- 58 lakhs votes 41 candidates won.
#EVMScam",1,,
EVM,#BreakingNews | #MaharashtraPolls2024 | INDIA Bloc To Move Supreme Court Over Alleged EVM Manipulation In Maharashtra Polls,0,,
EVM,"Big Breaking 
Tsunami of people in Delhi against EVM Voting.
CP Khargeji addressing the crowd.
Tides will turn.
#EVMScam",0,,
EVM,"Only BJP and Andhbhakts believes that EVM can’t be hacked.

#BanEVM #EVMScam #HaryanaAssemblyElection2024",1,,
EVM,"Without ECI, BJP in Maharashtra is a big Zero.
#EVMScam",0,,
EVM,"Postal vs EVM difference

Akkalkuwa Constituency-
Postal - MVA candidate ahead  31%
EVM -    MVA candidate loses seat -2%

Same trend found pan Maharashtra.

#EVMScam",1,,
EVM,"Voting Process Stopped by Police 
 
As Expected 

Ballot voting halted in Markadwadi 

Thus Exposing Govt & 
@ECISVEEP

And a Big Question Mark to Their Integrity 

#EVMScam",0,,
EVM,"We will carry out protest if we aren’t allowed to vote. We are followers of Dr. Ambedkar the entire village is together.
#EVMScam",-1,,
EVM,"Ballot voting halted in Markadwadi 

Why is the Govt afraid to go ahead with the polls? 
#EVMScam",0,,
EVM,"Watch how MVA was cheated in Maha

MVA candidates ahead in postal votes
With EVM counting, vote % drops & MVA candidates lose.

Mr. Aditya Thackrey was ahead 21% in postal votes but only 6% in EVM.
This difference between postal & EVM vote drop is seen pan Maharashtra.

#EVMScam",-1,,
EVM,"ECI IS NOW EXPOSED
Massive #EVMFraud in Maharashtra will weigh on Modi?

A mass movement has been launched by social activists against #EVMScam in #Maharashtra,They are accusing 
@BJP4India
 & 
@ECISVEEP
 for big conspiracy

#Election2024 #ChampionsTrophy2025
#MaharashtraElection2024",1,,
EVM,"Suspecting EVM tampering, Solapur village in Maharashtra decided to reconduct polls of its own via ballot papers.
Obviously this was an unofficial poll.
But the EC and the government are sweating.
They imposed a curfew in Solapur.
Interesting!
#EVMScam",0,,
